5.067857143,5.407142857,2.382142857,0.807142857,Iris-setosa
5.071428571,5.453571429,2.403571429,0.820238095,Iris-setosa
5.075,5.5,2.425,0.833333333,Iris-setosa
5.078571429,5.546428571,2.446428571,0.846428571,Iris-versicolor
5.082142857,5.592857143,2.467857143,0.85952381,Iris-versicolor
5.085714286,5.639285714,2.489285714,0.872619048,Iris-versicolor
5.089285714,5.685714286,2.510714286,0.885714286,Iris-versicolor
5.092857143,5.732142857,2.532142857,0.898809524,Iris-versicolor
5.096428571,5.778571429,2.553571429,0.911904762,Iris-versicolor
5.1,5.825,2.575,0.925,Iris-versicolor
5.103571429,5.871428571,2.596428571,0.938095238,Iris-versicolor
5.107142857,5.917857143,2.617857143,0.951190476,Iris-versicolor
5.110714286,5.964285714,2.639285714,0.964285714,Iris-versicolor
5.114285714,6.010714286,2.660714286,0.977380952,Iris-versicolor
5.117857143,6.057142857,2.682142857,0.99047619,Iris-versicolor
5.121428571,6.103571429,2.703571429,1.003571429,Iris-versicolor
5.125,6.15,2.725,1.016666667,Iris-versicolor
5.128571429,6.196428571,2.746428571,1.029761905,Iris-versicolor
5.132142857,6.242857143,2.767857143,1.042857143,Iris-versicolor
5.135714286,6.289285714,2.789285714,1.055952381,Iris-versicolor
5.139285714,6.335714286,2.810714286,1.069047619,Iris-versicolor
5.142857143,6.382142857,2.832142857,1.082142857,Iris-versicolor
5.146428571,6.428571429,2.853571429,1.095238095,Iris-versicolor
5.15,6.475,2.875,1.108333333,Iris-versicolor
5.153571429,6.521428571,2.896428571,1.121428571,Iris-versicolor
5.157142857,6.567857143,2.917857143,1.13452381,Iris-versicolor
5.160714286,6.614285714,2.939285714,1.147619048,Iris-versicolor
5.164285714,6.660714286,2.960714286,1.160714286,Iris-versicolor
5.167857143,6.707142857,2.982142857,1.173809524,Iris-versicolor
5.171428571,6.753571429,3.003571429,1.186904762,Iris-versicolor
5.175,6.8,3.025,1.2,Iris-versicolor
5.178571429,6.846428571,3.046428571,1.213095238,Iris-versicolor
5.182142857,6.892857143,3.067857143,1.226190476,Iris-versicolor
5.185714286,6.939285714,3.089285714,1.239285714,Iris-versicolor
5.189285714,6.985714286,3.110714286,1.252380952,Iris-versicolor
5.192857143,7.032142857,3.132142857,1.26547619,Iris-versicolor
5.196428571,7.078571429,3.153571429,1.278571429,Iris-versicolor
5.2,7.125,3.175,1.291666667,Iris-versicolor
5.203571429,7.171428571,3.196428571,1.304761905,Iris-versicolor
5.207142857,7.217857143,3.217857143,1.317857143,Iris-versicolor
5.210714286,7.264285714,3.239285714,1.330952381,Iris-versicolor
5.214285714,7.310714286,3.260714286,1.344047619,Iris-versicolor
5.217857143,7.357142857,3.282142857,1.357142857,Iris-versicolor
5.221428571,7.403571429,3.303571429,1.370238095,Iris-versicolor
5.225,7.45,3.325,1.383333333,Iris-versicolor
5.228571429,7.496428571,3.346428571,1.396428571,Iris-versicolor
5.232142857,7.542857143,3.367857143,1.40952381,Iris-versicolor
5.235714286,7.589285714,3.389285714,1.422619048,Iris-versicolor
5.239285714,7.635714286,3.410714286,1.435714286,Iris-versicolor
5.242857143,7.682142857,3.432142857,1.448809524,Iris-versicolor
5.246428571,7.728571429,3.453571429,1.461904762,Iris-versicolor
5.25,7.775,3.475,1.475,Iris-versicolor
5.253571429,7.821428571,3.496428571,1.488095238,Iris-versicolor
5.257142857,7.867857143,3.517857143,1.501190476,Iris-virginica
5.260714286,7.914285714,3.539285714,1.514285714,Iris-virginica
5.264285714,7.960714286,3.560714286,1.527380952,Iris-virginica
5.267857143,8.007142857,3.582142857,1.54047619,Iris-virginica
5.271428571,8.053571429,3.603571429,1.553571429,Iris-virginica
5.275,8.1,3.625,1.566666667,Iris-virginica
5.278571429,8.146428571,3.646428571,1.579761905,Iris-virginica
5.282142857,8.192857143,3.667857143,1.592857143,Iris-virginica
5.285714286,8.239285714,3.689285714,1.605952381,Iris-virginica
5.289285714,8.285714286,3.710714286,1.619047619,Iris-virginica
5.292857143,8.332142857,3.732142857,1.632142857,Iris-virginica
5.296428571,8.378571429,3.753571429,1.645238095,Iris-virginica
5.3,8.425,3.775,1.658333333,Iris-virginica
5.303571429,8.471428571,3.796428571,1.671428571,Iris-virginica
5.307142857,8.517857143,3.817857143,1.68452381,Iris-virginica
5.310714286,8.564285714,3.839285714,1.697619048,Iris-virginica
5.314285714,8.610714286,3.860714286,1.710714286,Iris-virginica
5.317857143,8.657142857,3.882142857,1.723809524,Iris-virginica
5.321428571,8.703571429,3.903571429,1.736904762,Iris-virginica
5.325,8.75,3.925,1.75,Iris-virginica
5.328571429,8.796428571,3.946428571,1.763095238,Iris-virginica
5.332142857,8.842857143,3.967857143,1.776190476,Iris-virginica
5.335714286,8.889285714,3.989285714,1.789285714,Iris-virginica
5.339285714,8.935714286,4.010714286,1.802380952,Iris-virginica
5.342857143,8.982142857,4.032142857,1.81547619,Iris-virginica
5.346428571,9.028571429,4.053571429,1.828571429,Iris-virginica
5.35,9.075,4.075,1.841666667,Iris-virginica
5.353571429,9.121428571,4.096428571,1.854761905,Iris-virginica
5.357142857,9.167857143,4.117857143,1.867857143,Iris-virginica
5.360714286,9.214285714,4.139285714,1.880952381,Iris-virginica
5.364285714,9.260714286,4.160714286,1.894047619,Iris-virginica
5.367857143,9.307142857,4.182142857,1.907142857,Iris-virginica
5.371428571,9.353571429,4.203571429,1.920238095,Iris-virginica
5.375,9.4,4.225,1.933333333,Iris-virginica
5.378571429,9.446428571,4.246428571,1.946428571,Iris-virginica
5.382142857,9.492857143,4.267857143,1.95952381,Iris-virginica
5.385714286,9.539285714,4.289285714,1.972619048,Iris-virginica
5.389285714,9.585714286,4.310714286,1.985714286,Iris-virginica
5.392857143,9.632142857,4.332142857,1.998809524,Iris-virginica
5.396428571,9.678571429,4.353571429,2.011904762,Iris-virginica
5.4,9.725,4.375,2.025,Iris-virginica
5.403571429,9.771428571,4.396428571,2.038095238,Iris-virginica
5.407142857,9.817857143,4.417857143,2.051190476,Iris-virginica
5.410714286,9.864285714,4.439285714,2.064285714,Iris-virginica
5.414285714,9.910714286,4.460714286,2.077380952,Iris-virginica
5.417857143,9.957142857,4.482142857,2.09047619,Iris-virginica
5.421428571,10.00357143,4.503571429,2.103571429,Iris-virginica
5.425,10.05,4.525,2.116666667,Iris-virginica
5.428571429,10.09642857,4.546428571,2.129761905,Iris-virginica
5.432142857,10.14285714,4.567857143,2.142857143,Iris-virginica
